Id,Category
766,7
767,2
768,4
769,6
770,6
771,6
772,6
773,0
774,8
775,6
776,9
777,5
778,2
779,6
780,6
781,1
782,6
783,5
784,6
785,6
786,4
787,8
788,8
789,4
790,8
791,6
792,6
793,6
794,5
795,6
796,6
797,4
798,6
799,6
800,1
801,9
802,4
803,3
804,1
805,9
806,6
807,0
808,2
809,6
810,4
811,4
812,5
813,6
814,6
815,2
816,2
817,5
818,9
819,1
820,2
821,5
822,6
823,2
824,2
825,0
826,1
827,0
828,6
829,0
830,5
831,5
832,2
833,4
834,9
835,6
836,2
837,1
838,6
839,6
840,6
841,0
842,3
843,6
844,9
845,5
846,0
847,1
848,5
849,2
850,1
851,2
852,1
853,4
854,2
855,4
856,6
857,6
858,1
859,4
860,5
861,6
862,6
863,8
864,6
865,9
866,4
867,5
868,8
869,2
870,6
871,9
872,7
873,3
874,9
875,6
876,6
877,4
878,4
879,4
880,8
881,1
882,7
883,1
884,0
885,9
886,6
887,2
888,4
889,2
890,3
891,4
892,2
893,0
894,6
895,7
896,6
897,6
898,6
899,6
900,2
901,5
902,4
903,7
904,3
905,3
906,9
907,4
908,6
909,4
910,6
911,9
912,6
913,6
914,4
915,6
916,9
917,6
918,0
919,5
920,0
921,5
922,9
923,5
924,8
925,6
926,2
927,4
928,4
929,1
930,7
931,6
932,0
933,8
934,0
935,4
936,6
937,6
938,9
939,0
940,1
941,9
942,5
943,6
944,3
945,2
946,7
947,2
948,7
949,6
950,4
951,4
952,0
953,2
954,0
955,0
956,9
957,6
958,3
959,2
960,6
961,8
962,1
963,9
964,3
965,3
966,1
967,6
968,5
969,5
970,6
971,6
972,3
973,2
974,8
975,6
976,2
977,5
978,6
979,9
980,1
981,8
982,5
983,2
984,1
985,0
986,1
987,4
988,2
989,6
990,7
991,7
992,6
993,6
994,3
995,2
996,4
997,1
998,5
999,3
1000,0
1001,0
1002,1
1003,7
1004,6
1005,6
1006,5
1007,8
1008,6
1009,6
1010,7
1011,6
1012,0
1013,0
1014,2
1015,8
1016,4
1017,7
1018,4
1019,9
1020,5
1021,7
1022,6
1023,2
1024,9
1025,4
1026,8
1027,2
1028,4
1029,6
1030,6
1031,8
1032,5
1033,6
1034,8
1035,6
1036,3
1037,6
1038,2
1039,0
1040,2
1041,1
1042,1
1043,6
1044,0
1045,6
1046,2
1047,2
1048,8
1049,8
1050,4
1051,8
1052,1
1053,6
1054,5
1055,6
1056,3
1057,3
1058,2
1059,6
1060,7
1061,2
1062,6
1063,6
1064,3
1065,7
1066,2
1067,8
1068,9
1069,5
1070,6
1071,7
1072,6
1073,6
1074,6
1075,4
1076,9
1077,9
1078,0
1079,3
1080,8
1081,2
1082,3
1083,2
1084,0
1085,7
1086,2
1087,1
1088,4
1089,8
1090,3
1091,3
1092,4
1093,3
1094,9
1095,4
1096,3
1097,7
1098,0
1099,0
1100,2
1101,4
1102,0
1103,8
1104,6
1105,6
1106,0
1107,9
1108,8
1109,8
1110,1
1111,8
1112,2
1113,2
1114,2
1115,6
1116,3
1117,0
1118,5
1119,5
1120,4
1121,6
1122,5
1123,1
1124,0
1125,0
1126,4
1127,2
1128,6
1129,6
1130,2
1131,7
1132,6
1133,2
1134,6
1135,3
1136,3
1137,5
1138,3
1139,3
1140,6
1141,7
1142,7
1143,5
1144,6
1145,6
1146,9
1147,4
1148,4
1149,5
1150,1
1151,1
1152,9
1153,5
1154,6
1155,6
1156,2
1157,1
1158,1
1159,0
1160,3
1161,4
1162,1
1163,5
1164,3
1165,2
1166,6
1167,5
1168,9
1169,1
1170,3
1171,2
1172,6
1173,6
1174,8
1175,2
1176,6
1177,3
1178,8
1179,2
1180,7
1181,1
1182,1
1183,0
1184,6
1185,8
1186,5
1187,7
1188,0
1189,6
1190,1
1191,1
1192,6
1193,1
1194,3
1195,3
1196,7
1197,0
1198,9
1199,6
1200,0
1201,6
1202,8
1203,1
1204,9
1205,6
1206,4
1207,6
1208,7
1209,3
1210,9
1211,7
1212,4
1213,8
1214,3
1215,2
1216,6
1217,4
1218,6
1219,6
1220,7
1221,3
1222,5
1223,4
1224,0
1225,9
1226,5
1227,8
1228,0
1229,5
1230,9
1231,5
1232,0
1233,5
1234,3
1235,5
1236,0
1237,4
1238,5
1239,6
1240,6
1241,7
1242,6
1243,3
1244,2
1245,3
1246,2
1247,7
1248,7
1249,2
1250,8
1251,1
1252,9
1253,4
1254,1
1255,6
1256,6
1257,6
1258,5
1259,6
1260,6
1261,1
1262,9
1263,6
1264,6
1265,5
1266,9
1267,0
1268,0
1269,8
1270,0
1271,9
1272,6
1273,1
1274,3
1275,0
1276,6
1277,4
1278,4
1279,4
1280,6
1281,8
1282,8
1283,0
1284,2
1285,7
1286,8
1287,6
1288,8
1289,1
1290,7
1291,2
1292,2
1293,0
1294,9
1295,2
1296,4
1297,7
1298,1
1299,1
1300,8
1301,4
1302,6
1303,4
1304,4
1305,7
1306,6
1307,8
1308,4
1309,6
1310,7
1311,3
1312,2
1313,2
1314,2
1315,1
1316,1
1317,6
1318,1
1319,8
1320,7
1321,3
1322,3
1323,4
1324,8
1325,3
1326,5
1327,0
1328,2
1329,6
1330,2
1331,4
1332,4
1333,4
1334,9
1335,0
1336,3
1337,1
1338,3
1339,9
1340,7
1341,6
1342,5
1343,3
1344,8
1345,2
1346,3
1347,8
1348,9
1349,8
1350,1
1351,9
1352,2
1353,1
1354,5
1355,2
1356,6
1357,6
1358,0
1359,0
1360,3
1361,9
1362,6
1363,3
1364,4
1365,0
1366,1
1367,6
1368,9
1369,9
1370,7
1371,4
1372,1
1373,3
1374,5
1375,9
1376,2
1377,6
1378,2
1379,9
1380,6
1381,3
1382,6
1383,4
1384,6
1385,6
1386,6
1387,6
1388,8
1389,8
1390,8
1391,4
1392,0
1393,6
1394,1
1395,2
1396,7
1397,1
1398,2
1399,1
1400,9
1401,1
1402,4
1403,7
1404,9
1405,0
1406,5
1407,4
1408,3
1409,3
1410,2
1411,6
1412,5
1413,2
1414,8
1415,6
1416,1
1417,7
1418,3
1419,7
1420,4
1421,6
1422,8
1423,1
1424,6
1425,3
1426,3
1427,4
1428,0
1429,2
1430,4
1431,1
1432,1
1433,4
1434,0
1435,4
1436,2
1437,6
1438,7
1439,0
1440,0
1441,0
1442,7
1443,7
1444,0
1445,2
1446,0
1447,6
1448,4
1449,2
1450,6
1451,6
1452,6
1453,4
1454,0
1455,0
1456,4
1457,7
1458,8
1459,6
1460,6
1461,3
1462,2
1463,0
1464,2
1465,2
1466,5
1467,4
1468,1
1469,8
1470,6
1471,1
1472,1
1473,9
1474,9
1475,9
1476,9
1477,1
1478,4
1479,2
1480,8
1481,9
1482,9
1483,6
1484,1
1485,3
1486,9
1487,2
1488,3
1489,9
1490,0
1491,0
1492,0
1493,0
1494,2
1495,1
1496,3
1497,2
1498,9
1499,1
1500,1
1501,5
1502,8
1503,2
1504,6
1505,9
1506,2
1507,4
1508,9
1509,4
1510,8
1511,6
1512,6
1513,1
1514,6
1515,1
1516,4
1517,7
1518,6
1519,6
1520,2
1521,7
1522,0
1523,4
1524,1
1525,3
1526,8
1527,1
1528,1
1529,5
1530,1
1531,9
1532,9
1533,0
1534,6
1535,1
1536,7
1537,0
1538,1
1539,3
1540,6
1541,7
1542,2
1543,2
1544,6
1545,5
1546,8
1547,7
1548,6
1549,1
1550,1
1551,8
1552,9
1553,1
1554,3
1555,0
1556,8
1557,7
1558,0
1559,5
1560,9
1561,8
1562,6
1563,6
1564,1
1565,2
1566,8
1567,0
1568,4
1569,2
1570,6
1571,6
1572,1
1573,6
1574,3
1575,4
1576,3
1577,5
1578,4
1579,1
1580,8
1581,8
1582,5
1583,8
1584,2
1585,1
1586,0
1587,2
1588,6
1589,6
1590,6
1591,2
1592,6
1593,6
1594,3
1595,6
1596,1
1597,2
1598,1
1599,8
1600,0
1601,5
1602,4
1603,2
1604,8
1605,3
1606,6
1607,4
1608,2
1609,0
1610,5
1611,1
1612,0
1613,2
1614,6
1615,0
1616,3
1617,8
1618,6
1619,6
1620,6
1621,4
1622,2
1623,7
1624,8
1625,4
1626,7
1627,9
1628,6
1629,9
1630,9
1631,3
1632,6
1633,2
1634,6
1635,4
1636,6
1637,9
1638,2
1639,4
1640,3
1641,6
1642,5
1643,5
1644,6
1645,6
1646,6
1647,9
1648,4
1649,5
1650,5
1651,6
1652,7
1653,7
1654,4
1655,2
1656,6
1657,3
1658,5
1659,6
1660,2
1661,0
1662,4
1663,4
1664,6
1665,7
1666,9
1667,6
1668,6
1669,1
1670,8
1671,6
1672,9
1673,6
1674,4
1675,9
1676,6
1677,0
1678,5
1679,0
1680,0
1681,6
1682,1
1683,0
1684,3
1685,1
1686,9
1687,6
1688,1
1689,8
1690,2
1691,1
1692,7
1693,6
1694,1
1695,3
1696,0
1697,2
1698,4
1699,0
1700,0
1701,9
1702,7
1703,3
1704,0
1705,3
1706,2
1707,5
1708,1
1709,1
1710,1
1711,0
1712,8
1713,0
1714,1
1715,3
1716,9
1717,5
1718,3
1719,9
1720,8
1721,8
1722,0
1723,9
1724,4
1725,9
1726,3
1727,1
1728,6
1729,9
1730,4
1731,4
1732,0
1733,6
1734,4
1735,7
1736,4
1737,2
1738,4
1739,5
1740,1
1741,4
1742,3
1743,3
1744,0
1745,4
1746,6
1747,5
1748,2
1749,8
1750,5
1751,6
1752,0
1753,0
1754,2
1755,2
1756,3
1757,5
1758,7
1759,8
1760,6
1761,0
1762,9
1763,2
1764,0
1765,3
1766,3
1767,4
1768,4
1769,2
1770,8
1771,1
1772,7
1773,5
1774,6
1775,8
1776,9
1777,2
1778,4
1779,9
1780,8
1781,8
1782,6
1783,5
1784,7
1785,3
1786,8
1787,3
1788,2
1789,8
1790,1
1791,6
1792,8
1793,1
1794,2
1795,4
1796,4
1797,6
1798,5
1799,1
1800,8
1801,9
1802,2
1803,1
1804,6
1805,2
1806,1
1807,6
1808,7
1809,4
1810,7
1811,7
1812,9
1813,6
1814,2
1815,2
1816,3
1817,7
1818,5
1819,5
1820,2
1821,5
1822,7
1823,7
1824,3
1825,0
1826,3
1827,2
1828,6
1829,6
1830,6
1831,2
1832,6
1833,1
1834,2
1835,6
1836,8
1837,6
1838,2
1839,9
1840,5
1841,2
1842,3
1843,0
1844,4
1845,7
1846,0
1847,4
1848,1
1849,8
1850,6
1851,6
1852,3
1853,0
1854,2
1855,0
1856,2
1857,4
1858,6
1859,8
1860,2
1861,8
1862,9
1863,7
1864,6
1865,3
1866,3
1867,9
1868,2
1869,6
1870,0
1871,2
1872,9
1873,6
1874,8
1875,2
1876,5
1877,7
1878,5
1879,3
1880,6
1881,8
1882,7
1883,6
1884,6
1885,9
1886,1
1887,8
1888,2
1889,0
1890,0
1891,5
1892,6
1893,0
1894,9
1895,0
1896,1
1897,0
1898,2
1899,1
1900,9
1901,6
1902,5
1903,6
1904,7
1905,4
1906,3
1907,2
1908,4
1909,2
1910,3
1911,9
1912,6
1913,4
1914,2
1915,2
1916,4
1917,3
1918,8
1919,0
1920,4
1921,6
1922,1
1923,1
1924,9
1925,1
1926,8
1927,4
1928,9
1929,1
1930,3
1931,0
1932,6
1933,0
1934,3
1935,0
1936,1
1937,6
1938,0
1939,6
1940,6
1941,5
1942,1
1943,1
1944,1
1945,1
1946,2
1947,7
1948,1
1949,5
1950,3
1951,2
1952,3
1953,0
1954,0
1955,8
1956,2
1957,6
1958,2
1959,0
1960,5
1961,0
1962,3
1963,1
1964,4
1965,5
1966,5
1967,1
1968,3
1969,6
1970,6
1971,0
1972,1
1973,8
1974,5
1975,5
1976,9
1977,1
1978,5
1979,2
1980,7
1981,7
1982,6
1983,7
1984,9
1985,4
1986,3
1987,0
1988,1
1989,6
1990,7
1991,5
1992,5
1993,6
1994,4
1995,6
1996,2
1997,9
1998,1
1999,2
2000,8
2001,5
2002,4
2003,3
2004,1
2005,1
2006,3
2007,4
2008,6
2009,5
2010,0
2011,1
2012,1
2013,1
2014,4
2015,7
2016,6
2017,4
2018,9
2019,6
2020,9
2021,1
2022,0
2023,6
2024,6
2025,2
2026,4
2027,0
2028,5
2029,2
2030,2
2031,8
2032,4
2033,0
2034,6
2035,6
2036,2
2037,7
2038,4
2039,2
2040,2
2041,4
2042,4
2043,4
2044,7
2045,1
2046,1
2047,8
2048,9
2049,2
2050,8
2051,6
2052,2
2053,0
2054,3
2055,8
2056,4
2057,3
2058,4
2059,4
2060,2
2061,8
2062,6
2063,8
2064,1
2065,6
2066,0
2067,0
2068,4
2069,1
2070,8
2071,0
2072,1
2073,7
2074,8
2075,3
2076,6
2077,7
2078,5
2079,2
2080,4
2081,4
2082,3
2083,4
2084,0
2085,9
2086,2
2087,9
2088,0
2089,4
2090,1
2091,0
2092,4
2093,5
2094,3
2095,2
2096,6
2097,4
2098,3
2099,1
2100,3
2101,9
2102,9
2103,1
2104,5
2105,6
2106,6
2107,1
2108,8
2109,7
2110,1
2111,6
2112,6
2113,9
2114,9
2115,6
2116,4
2117,3
2118,2
2119,2
2120,6
2121,2
2122,7
2123,4
2124,8
2125,5
2126,1
2127,7
2128,0
2129,6
2130,8
2131,4
2132,5
2133,0
2134,0
2135,8
2136,3
2137,9
2138,5
2139,2
2140,1
2141,5
2142,7
2143,9
2144,5
2145,9
2146,2
2147,4
2148,6
2149,6
2150,1
2151,6
2152,2
2153,0
2154,9
2155,3
2156,5
2157,6
2158,4
2159,4
2160,4
2161,2
2162,5
2163,6
2164,7
2165,5
2166,3
2167,4
2168,6
2169,3
2170,2
2171,6
2172,5
2173,8
2174,9
2175,9
2176,7
2177,6
2178,3
2179,6
2180,3
2181,0
2182,7
2183,1
2184,8
2185,8
2186,8
2187,3
2188,5
2189,6
2190,2
2191,1
2192,2
2193,6
2194,7
2195,5
2196,6
2197,8
2198,5
2199,2
2200,2
2201,7
2202,6
2203,6
2204,3
2205,1
2206,8
2207,1
2208,6
2209,3
2210,1
2211,6
2212,6
2213,6
2214,3
2215,1
2216,9
2217,9
2218,0
2219,6
2220,0
2221,8
2222,6
2223,0
2224,1
2225,4
2226,9
2227,2
2228,1
2229,0
2230,6
2231,3
2232,6
2233,8
2234,1
2235,7
2236,4
2237,3
2238,4
2239,4
2240,2
2241,1
2242,4
2243,0
2244,6
2245,7
2246,4
2247,9
2248,0
2249,6
2250,1
2251,4
2252,6
2253,6
2254,8
2255,0
2256,2
2257,8
2258,8
2259,5
2260,6
2261,5
2262,9
2263,6
2264,6
2265,9
2266,1
2267,3
2268,3
2269,6
2270,2
2271,8
2272,4
2273,5
2274,6
2275,5
2276,9
2277,6
2278,4
2279,1
2280,4
2281,0
2282,1
2283,3
2284,1
2285,3
2286,2
2287,2
2288,6
2289,2
2290,8
2291,7
2292,6
2293,6
2294,7
2295,7
2296,7
2297,4
2298,4
2299,0
2300,6
2301,1
2302,1
2303,6
2304,9
2305,6
2306,1
2307,2
2308,0
2309,5
2310,1
2311,6
2312,6
2313,0
2314,4
2315,6
2316,1
2317,3
2318,4
2319,0
2320,9
2321,1
2322,7
2323,3
2324,5
2325,6
2326,0
2327,5
2328,2
2329,2
2330,5
2331,7
2332,6
2333,6
2334,1
2335,1
2336,3
2337,8
2338,9
2339,4
2340,1
2341,6
2342,2
2343,0
2344,2
2345,0
2346,0
2347,5
2348,6
2349,4
2350,7
2351,9
2352,2
2353,6
2354,0
2355,8
2356,1
2357,0
2358,0
2359,8
2360,6
2361,0
2362,8
2363,1
2364,8
2365,3
2366,9
2367,2
2368,9
2369,8
2370,6
2371,2
2372,6
2373,5
2374,6
2375,6
2376,6
2377,7
2378,9
2379,6
2380,1
2381,5
2382,9
2383,1
2384,6
2385,6
2386,1
2387,6
2388,1
2389,1
2390,9
2391,7
2392,6
2393,6
2394,2
2395,9
2396,1
2397,1
2398,1
2399,8
2400,6
2401,5
2402,5
2403,3
2404,1
2405,7
2406,4
2407,4
2408,0
2409,6
2410,2
2411,8
2412,6
2413,6
2414,9
2415,6
2416,6
2417,7
2418,4
2419,6
2420,9
2421,3
2422,6
2423,0
2424,0
2425,2
2426,3
2427,9
2428,1
2429,3
2430,6
2431,4
2432,6
2433,5
2434,4
2435,5
2436,9
2437,9
2438,8
2439,6
2440,1
2441,5
2442,8
2443,5
2444,5
2445,3
2446,6
2447,0
2448,8
2449,5
2450,1
2451,9
2452,1
2453,0
2454,4
2455,4
2456,3
2457,4
2458,0
2459,0
2460,8
2461,6
2462,0
2463,6
2464,4
2465,1
2466,8
2467,3
2468,4
2469,7
2470,7
2471,0
2472,5
2473,9
2474,6
2475,5
2476,2
2477,4
2478,0
2479,2
2480,7
2481,1
2482,1
2483,2
2484,6
2485,9
2486,1
2487,0
2488,7
2489,7
2490,2
2491,2
2492,4
2493,2
2494,1
2495,7
2496,6
2497,7
2498,6
2499,5
2500,5
2501,6
2502,0
2503,8
2504,5
2505,8
2506,5
2507,0
2508,3
2509,5
2510,0
2511,0
2512,5
2513,9
2514,4
2515,4
2516,5
2517,7
2518,0
2519,4
2520,2
2521,1
2522,4
2523,6
2524,0
2525,6
2526,8
2527,7
2528,2
2529,2
2530,4
2531,6
2532,8
2533,3
2534,6
2535,6
2536,8
2537,8
2538,7
2539,3
2540,8
2541,0
2542,8
2543,5
2544,1
2545,6
2546,8
2547,4
2548,9
2549,6
2550,6
2551,6
2552,4
2553,4
2554,2
2555,6
2556,3
2557,4
2558,7
2559,5
2560,1
2561,6
2562,5
2563,0
2564,7
2565,2
2566,3
2567,3
2568,1
2569,6
2570,2
2571,3
2572,3
2573,0
2574,0
2575,7
2576,2
2577,9
2578,4
2579,0
2580,6
2581,2
2582,0
2583,2
2584,3
2585,0
2586,0
2587,6
2588,9
2589,2
2590,1
2591,4
2592,4
2593,6
2594,5
2595,3
2596,6
2597,9
2598,3
2599,9
2600,5
2601,6
2602,0
2603,1
2604,1
2605,0
2606,5
2607,9
2608,9
2609,5
2610,9
2611,4
2612,3
2613,3
2614,6
2615,4
2616,9
2617,8
2618,1
2619,6
2620,1
2621,1
2622,1
2623,9
2624,6
2625,8
2626,8
2627,1
2628,5
2629,6
2630,3
2631,3
2632,5
2633,2
2634,9
2635,3
2636,8
2637,4
2638,6
2639,4
2640,1
2641,5
2642,7
2643,6
2644,3
2645,6
2646,7
2647,6
2648,7
2649,3
2650,9
2651,5
2652,1
2653,1
2654,0
2655,6
2656,4
2657,3
2658,7
2659,8
2660,9
2661,7
2662,5
2663,0
2664,5
2665,2
2666,8
2667,8
2668,0
2669,0
2670,0
2671,1
2672,8
2673,4
2674,9
2675,6
2676,5
2677,1
2678,7
2679,3
2680,7
2681,6
2682,6
2683,1
2684,2
2685,6
2686,1
2687,6
2688,5
2689,6
2690,7
2691,6
2692,9
2693,5
2694,5
2695,5
2696,7
2697,3
2698,8
2699,6
2700,6
2701,3
2702,7
2703,6
2704,6
2705,6
2706,6
2707,4
2708,1
2709,0
2710,0
2711,5
2712,3
2713,6
2714,1
2715,3
2716,4
2717,4
2718,8
2719,6
2720,6
2721,0
2722,6
2723,1
2724,8
2725,3
2726,3
2727,6
2728,9
2729,8
2730,5
2731,6
2732,4
2733,8
2734,0
2735,2
2736,9
2737,0
2738,0
2739,2
2740,8
2741,0
2742,6
2743,0
2744,8
2745,9
2746,2
2747,8
2748,6
2749,7
2750,6
2751,3
2752,8
2753,7
2754,4
2755,3
2756,3
2757,6
2758,6
2759,8
2760,1
2761,6
2762,2
2763,1
2764,9
2765,0
2766,4
2767,7
2768,0
2769,0
2770,5
2771,0
2772,5
2773,9
2774,3
2775,2
2776,7
2777,5
2778,4
2779,5
2780,9
2781,9
2782,8
2783,5
2784,5
2785,9
2786,0
2787,6
2788,6
2789,0
2790,7
2791,8
2792,6
2793,6
2794,3
2795,0
2796,7
2797,4
2798,2
2799,7
2800,6
2801,5
2802,1
2803,6
2804,8
2805,5
2806,5
2807,1
2808,7
2809,6
2810,4
2811,6
2812,0
2813,0
2814,8
2815,1
2816,1
2817,1
2818,6
2819,6
2820,9
2821,2
2822,8
2823,8
2824,7
2825,0
2826,6
2827,7
2828,6
2829,9
2830,2
2831,4
2832,0
2833,7
2834,6
2835,9
2836,0
2837,1
2838,3
2839,6
2840,5
2841,4
2842,1
2843,6
2844,6
2845,6
2846,6
2847,1
2848,0
2849,0
2850,5
2851,7
2852,8
2853,6
2854,8
2855,8
2856,1
2857,3
2858,9
2859,4
2860,6
2861,2
2862,4
2863,6
2864,2
2865,6
2866,2
2867,0
2868,6
2869,8
2870,8
2871,3
2872,4
2873,7
2874,3
2875,1
2876,7
2877,7
2878,3
2879,0
2880,2
2881,8
2882,0
2883,6
2884,7
2885,2
2886,7
2887,4
2888,3
2889,8
2890,6
2891,2
2892,4
2893,6
2894,9
2895,6
2896,6
2897,9
2898,4
2899,6
2900,6
2901,6
2902,5
2903,6
2904,8
2905,9
2906,1
2907,9
2908,9
2909,9
2910,8
2911,4
2912,1
2913,6
2914,3
2915,0
2916,4
2917,0
2918,6
2919,3
2920,6
2921,6
2922,2
2923,1
2924,5
2925,2
2926,2
2927,6
2928,4
2929,2
2930,2
2931,3
2932,1
2933,2
2934,6
2935,5
2936,1
2937,3
2938,9
2939,9
2940,8
2941,3
2942,2
2943,5
2944,3
2945,7
2946,6
2947,0
2948,6
2949,1
2950,8
2951,6
2952,6
2953,5
2954,4
2955,1
2956,1
2957,6
2958,5
2959,2
2960,5
2961,6
2962,6
2963,4
2964,7
2965,1
2966,6
2967,2
2968,1
2969,5
2970,8
2971,6
2972,4
2973,2
2974,7
2975,2
2976,1
2977,0
2978,8
2979,2
2980,3
2981,2
2982,8
2983,4
2984,5
2985,4
2986,8
2987,5
2988,1
2989,8
2990,5
2991,7
2992,9
2993,8
2994,3
2995,9
2996,5
2997,1
